blocklevel;cycle;balance;full_balance;current_frozen_deposits;frozen_deposits;staking_balance;delegated_balance;attestation_power;unstaked_frozen_deposits;balance_updates
6655;51;63142577650;70158419392;7015841742;7010036694;70158419392;0;63;[ { "cycle": 46, "deposit": "0" }, { "cycle": 47, "deposit": "0" }, { "cycle": 48, "deposit": "0" }, { "cycle": 49, "deposit": "0" }, { "cycle": 50, "deposit": "0" }, { "cycle": 51, "deposit": "0" } ];
6656;51;63147087937;70163431042;7016343105;7010036694;70163431042;0;65;[ { "cycle": 46, "deposit": "0" }, { "cycle": 47, "deposit": "0" }, { "cycle": 48, "deposit": "0" }, { "cycle": 49, "deposit": "0" }, { "cycle": 50, "deposit": "0" }, { "cycle": 51, "deposit": "0" } ];{ "kind": "freezer", "category": "deposits", "staker": { "baker": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN" }, "change": "501165", "origin": "block" } { "kind": "contract", "contract": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN", "change": "4510485", "origin": "block" } { "kind": "contract", "contract": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN", "change": "-198", "origin": "block" } { "kind": "freezer", "category": "deposits", "staker": { "baker": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN" }, "change": "198", "origin": "block" }
6657;52;63147087937;70163431042;7016343105;7010554310;70163431042;0;50;[ { "cycle": 47, "deposit": "0" }, { "cycle": 48, "deposit": "0" }, { "cycle": 49, "deposit": "0" }, { "cycle": 50, "deposit": "0" }, { "cycle": 51, "deposit": "0" }, { "cycle": 52, "deposit": "0" } ];
6783;52;63155491295;70172767670;7017276375;7010554310;570172767234;499999999564;61;[ { "cycle": 47, "deposit": "0" }, { "cycle": 48, "deposit": "0" }, { "cycle": 49, "deposit": "0" }, { "cycle": 50, "deposit": "0" }, { "cycle": 51, "deposit": "0" }, { "cycle": 52, "deposit": "0" } ];
6784;52;13160001431;70177779320;57017777889;7010554310;570177778884;499999999564;61;[ { "cycle": 47, "deposit": "0" }, { "cycle": 48, "deposit": "0" }, { "cycle": 49, "deposit": "0" }, { "cycle": 50, "deposit": "0" }, { "cycle": 51, "deposit": "0" }, { "cycle": 52, "deposit": "0" } ];{ "kind": "freezer", "category": "deposits", "staker": { "baker": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN" }, "change": "501166", "origin": "block" } { "kind": "contract", "contract": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN", "change": "4510484", "origin": "block" } { "kind": "contract", "contract": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN", "change": "-50000000348", "origin": "block" } { "kind": "freezer", "category": "deposits", "staker": { "baker": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN" }, "change": "50000000348", "origin": "block" }
6785;53;13160001431;70177779320;57017777889;7013405687;570177778884;499999999564;66;[ { "cycle": 48, "deposit": "0" }, { "cycle": 49, "deposit": "0" }, { "cycle": 50, "deposit": "0" }, { "cycle": 51, "deposit": "0" }, { "cycle": 52, "deposit": "0" }, { "cycle": 53, "deposit": "0" } ];
6911;53;13160001431;70177779320;57017777889;7013405687;570177778884;499999999564;59;[ { "cycle": 48, "deposit": "0" }, { "cycle": 49, "deposit": "0" }, { "cycle": 50, "deposit": "0" }, { "cycle": 51, "deposit": "0" }, { "cycle": 52, "deposit": "0" }, { "cycle": 53, "deposit": "0" } ];
6912;53;13164513114;70182792302;57018279187;7013405687;570182791866;499999999564;62;[ { "cycle": 48, "deposit": "0" }, { "cycle": 49, "deposit": "0" }, { "cycle": 50, "deposit": "0" }, { "cycle": 51, "deposit": "0" }, { "cycle": 52, "deposit": "0" }, { "cycle": 53, "deposit": "0" } ];{ "kind": "freezer", "category": "deposits", "staker": { "baker": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN" }, "change": "501299", "origin": "block" } { "kind": "contract", "contract": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN", "change": "4511683", "origin": "block" } { "kind": "freezer", "category": "deposits", "staker": { "baker": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN" }, "change": "-1", "origin": "block" }
6913;54;13164513114;70182792302;57018279187;7014857229;570182791866;499999999564;50;[ { "cycle": 49, "deposit": "0" }, { "cycle": 50, "deposit": "0" }, { "cycle": 51, "deposit": "0" }, { "cycle": 52, "deposit": "0" }, { "cycle": 53, "deposit": "0" }, { "cycle": 54, "deposit": "1" } ];
7039;54;13175958054;70195508244;57019550189;7014857229;570195507808;499999999564;60;[ { "cycle": 49, "deposit": "0" }, { "cycle": 50, "deposit": "0" }, { "cycle": 51, "deposit": "0" }, { "cycle": 52, "deposit": "0" }, { "cycle": 53, "deposit": "0" }, { "cycle": 54, "deposit": "1" } ];
7040;54;13180469147;70200521226;57020052079;7014857229;570200520790;499999999564;53;[ { "cycle": 49, "deposit": "0" }, { "cycle": 50, "deposit": "0" }, { "cycle": 51, "deposit": "0" }, { "cycle": 52, "deposit": "0" }, { "cycle": 53, "deposit": "0" }, { "cycle": 54, "deposit": "0" } ];{ "kind": "freezer", "category": "deposits", "staker": { "baker": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN" }, "change": "501299", "origin": "block" } { "kind": "contract", "contract": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN", "change": "4511683", "origin": "block" } { "kind": "freezer", "category": "deposits", "staker": { "baker": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN" }, "change": "1", "origin": "block" } { "kind": "contract", "contract": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN", "change": "-590", "origin": "block" } { "kind": "freezer", "category": "deposits", "staker": { "baker": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN" }, "change": "590", "origin": "block" }
7041;55;13180469147;70200521226;57020052079;7015841742;570200520790;499999999564;78;[ { "cycle": 50, "deposit": "0" }, { "cycle": 51, "deposit": "0" }, { "cycle": 52, "deposit": "0" }, { "cycle": 53, "deposit": "0" }, { "cycle": 54, "deposit": "0" }, { "cycle": 55, "deposit": "0" } ];
7167;55;13180469147;70200521226;57020052079;7015841742;570200520790;499999999564;63;[ { "cycle": 50, "deposit": "0" }, { "cycle": 51, "deposit": "0" }, { "cycle": 52, "deposit": "0" }, { "cycle": 53, "deposit": "0" }, { "cycle": 54, "deposit": "0" }, { "cycle": 55, "deposit": "0" } ];
7168;55;13184980830;70205534208;57020553378;7015841742;570205533772;499999999564;47;[ { "cycle": 50, "deposit": "0" }, { "cycle": 51, "deposit": "0" }, { "cycle": 52, "deposit": "0" }, { "cycle": 53, "deposit": "0" }, { "cycle": 54, "deposit": "0" }, { "cycle": 55, "deposit": "0" } ];{ "kind": "freezer", "category": "deposits", "staker": { "baker": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN" }, "change": "501299", "origin": "block" } { "kind": "contract", "contract": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN", "change": "4511683", "origin": "block" }
7169;56;13184980830;70205534208;57020553378;7017276375;570205533772;499999999564;68;[ { "cycle": 51, "deposit": "0" }, { "cycle": 52, "deposit": "0" }, { "cycle": 53, "deposit": "0" }, { "cycle": 54, "deposit": "0" }, { "cycle": 55, "deposit": "0" }, { "cycle": 56, "deposit": "0" } ];
7295;56;13193384190;70214870836;57021486646;7017276375;570214870400;499999999564;64;[ { "cycle": 51, "deposit": "0" }, { "cycle": 52, "deposit": "0" }, { "cycle": 53, "deposit": "0" }, { "cycle": 54, "deposit": "0" }, { "cycle": 55, "deposit": "0" }, { "cycle": 56, "deposit": "0" } ];
7296;56;13197896079;70219884484;57021988405;7017276375;570219884048;499999999564;57;[ { "cycle": 51, "deposit": "0" }, { "cycle": 52, "deposit": "0" }, { "cycle": 53, "deposit": "0" }, { "cycle": 54, "deposit": "0" }, { "cycle": 55, "deposit": "0" }, { "cycle": 56, "deposit": "0" } ];{ "kind": "freezer", "category": "deposits", "staker": { "baker": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN" }, "change": "501365", "origin": "block" } { "kind": "contract", "contract": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN", "change": "4512283", "origin": "block" } { "kind": "contract", "contract": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN", "change": "-394", "origin": "block" } { "kind": "freezer", "category": "deposits", "staker": { "baker": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN" }, "change": "394", "origin": "block" }
7297;57;13197896079;70219884484;57021988405;57017777889;570219884048;499999999564;477;[ { "cycle": 52, "deposit": "0" }, { "cycle": 53, "deposit": "0" }, { "cycle": 54, "deposit": "0" }, { "cycle": 55, "deposit": "0" }, { "cycle": 56, "deposit": "0" }, { "cycle": 57, "deposit": "0" } ];
7423;57;13233541290;70259488310;57025947020;57017777889;570259487874;499999999564;472;[ { "cycle": 52, "deposit": "0" }, { "cycle": 53, "deposit": "0" }, { "cycle": 54, "deposit": "0" }, { "cycle": 55, "deposit": "0" }, { "cycle": 56, "deposit": "0" }, { "cycle": 57, "deposit": "0" } ];
7424;57;13272330581;70302589486;57030258905;57017777889;570302589050;499999999564;416;[ { "cycle": 52, "deposit": "0" }, { "cycle": 53, "deposit": "0" }, { "cycle": 54, "deposit": "0" }, { "cycle": 55, "deposit": "0" }, { "cycle": 56, "deposit": "0" }, { "cycle": 57, "deposit": "0" } ];{ "kind": "contract", "contract": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN", "change": "1981", "origin": "block" } { "kind": "freezer", "category": "deposits", "staker": { "baker": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN" }, "change": "233334", "origin": "block" } { "kind": "contract", "contract": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN", "change": "2099999", "origin": "block" } { "kind": "freezer", "category": "deposits", "staker": { "baker": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN" }, "change": "233301", "origin": "block" } { "kind": "contract", "contract": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN", "change": "2099699", "origin": "block" } { "kind": "freezer", "category": "deposits", "staker": { "baker": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN" }, "change": "3843287", "origin": "block" } { "kind": "contract", "contract": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN", "change": "34589575", "origin": "block" } { "kind": "contract", "contract": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN", "change": "-1963", "origin": "block" } { "kind": "freezer", "category": "deposits", "staker": { "baker": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN" }, "change": "1963", "origin": "block" }
7425;58;13272330581;70302589486;57030258905;57019550189;570302589050;499999999564;427;[ { "cycle": 53, "deposit": "0" }, { "cycle": 54, "deposit": "0" }, { "cycle": 55, "deposit": "0" }, { "cycle": 56, "deposit": "0" }, { "cycle": 57, "deposit": "0" }, { "cycle": 58, "deposit": "0" } ];
7551;58;13279628741;70310698114;57031069373;57019550189;570310697678;499999999564;454;[ { "cycle": 53, "deposit": "0" }, { "cycle": 54, "deposit": "0" }, { "cycle": 55, "deposit": "0" }, { "cycle": 56, "deposit": "0" }, { "cycle": 57, "deposit": "0" }, { "cycle": 58, "deposit": "0" } ];
7552;58;13314213126;70349125648;57034912522;57019550189;570349125212;499999999564;437;[ { "cycle": 53, "deposit": "0" }, { "cycle": 54, "deposit": "0" }, { "cycle": 55, "deposit": "0" }, { "cycle": 56, "deposit": "0" }, { "cycle": 57, "deposit": "0" }, { "cycle": 58, "deposit": "0" } ];{ "kind": "freezer", "category": "deposits", "staker": { "baker": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN" }, "change": "3842754", "origin": "block" } { "kind": "contract", "contract": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN", "change": "34584780", "origin": "block" } { "kind": "contract", "contract": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN", "change": "-395", "origin": "block" } { "kind": "freezer", "category": "deposits", "staker": { "baker": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN" }, "change": "395", "origin": "block" }
7553;59;13314213126;70349125648;57034912522;57020052079;570349125212;499999999564;444;[ { "cycle": 54, "deposit": "0" }, { "cycle": 55, "deposit": "0" }, { "cycle": 56, "deposit": "0" }, { "cycle": 57, "deposit": "0" }, { "cycle": 58, "deposit": "0" }, { "cycle": 59, "deposit": "0" } ];
7679;59;13373036646;70414482044;57041445398;57020052079;570414481608;499999999564;434;[ { "cycle": 54, "deposit": "0" }, { "cycle": 55, "deposit": "0" }, { "cycle": 56, "deposit": "0" }, { "cycle": 57, "deposit": "0" }, { "cycle": 58, "deposit": "0" }, { "cycle": 59, "deposit": "0" } ];{ "kind": "contract", "contract": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN", "change": "1981", "origin": "block" } { "kind": "freezer", "category": "deposits", "staker": { "baker": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN" }, "change": "233334", "origin": "block" } { "kind": "contract", "contract": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN", "change": "2099999", "origin": "block" } { "kind": "freezer", "category": "deposits", "staker": { "baker": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN" }, "change": "233300", "origin": "block" } { "kind": "contract", "contract": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN", "change": "2099700", "origin": "block" }
7680;59;13407614468;70452904916;57045290448;57020052079;570452904480;499999999564;432;[ { "cycle": 54, "deposit": "0" }, { "cycle": 55, "deposit": "0" }, { "cycle": 56, "deposit": "0" }, { "cycle": 57, "deposit": "0" }, { "cycle": 58, "deposit": "0" }, { "cycle": 59, "deposit": "0" } ];{ "kind": "freezer", "category": "deposits", "staker": { "baker": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN" }, "change": "3842288", "origin": "block" } { "kind": "contract", "contract": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN", "change": "34580584", "origin": "block" } { "kind": "contract", "contract": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN", "change": "-2762", "origin": "block" } { "kind": "freezer", "category": "deposits", "staker": { "baker": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN" }, "change": "2762", "origin": "block" }
7681;60;13407614468;70452904916;57045290448;57021020012;570452904480;499999999564;434;[ { "cycle": 55, "deposit": "0" }, { "cycle": 56, "deposit": "0" }, { "cycle": 57, "deposit": "0" }, { "cycle": 58, "deposit": "0" }, { "cycle": 59, "deposit": "0" }, { "cycle": 60, "deposit": "0" } ];
7807;60;13441227908;70490251428;57049023520;57021020012;570490250992;499999999564;420;[ { "cycle": 55, "deposit": "0" }, { "cycle": 56, "deposit": "0" }, { "cycle": 57, "deposit": "0" }, { "cycle": 58, "deposit": "0" }, { "cycle": 59, "deposit": "0" }, { "cycle": 60, "deposit": "0" } ];
7808;60;13475803916;70528670970;57052867054;57021020012;570528670534;499999999564;469;[ { "cycle": 55, "deposit": "0" }, { "cycle": 56, "deposit": "0" }, { "cycle": 57, "deposit": "0" }, { "cycle": 58, "deposit": "0" }, { "cycle": 59, "deposit": "0" }, { "cycle": 60, "deposit": "0" } ];{ "kind": "freezer", "category": "deposits", "staker": { "baker": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN" }, "change": "3841955", "origin": "block" } { "kind": "contract", "contract": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN", "change": "34577587", "origin": "block" } { "kind": "contract", "contract": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN", "change": "-1579", "origin": "block" } { "kind": "freezer", "category": "deposits", "staker": { "baker": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN" }, "change": "1579", "origin": "block" }
7809;61;13475803916;70528670970;57052867054;57026413655;570528670534;499999999564;445;[ { "cycle": 56, "deposit": "0" }, { "cycle": 57, "deposit": "0" }, { "cycle": 58, "deposit": "0" }, { "cycle": 59, "deposit": "0" }, { "cycle": 60, "deposit": "0" }, { "cycle": 61, "deposit": "0" } ];
7935;61;13505222237;70561356459;57056134222;57026413655;570561356023;499999999564;446;[ { "cycle": 56, "deposit": "0" }, { "cycle": 57, "deposit": "0" }, { "cycle": 58, "deposit": "0" }, { "cycle": 59, "deposit": "0" }, { "cycle": 60, "deposit": "0" }, { "cycle": 61, "deposit": "0" } ];
7936;61;13539796046;70599773337;57059977291;57026413655;570599772901;499999999564;476;[ { "cycle": 56, "deposit": "0" }, { "cycle": 57, "deposit": "0" }, { "cycle": 58, "deposit": "0" }, { "cycle": 59, "deposit": "0" }, { "cycle": 60, "deposit": "0" }, { "cycle": 61, "deposit": "0" } ];{ "kind": "freezer", "category": "deposits", "staker": { "baker": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN" }, "change": "3841688", "origin": "block" } { "kind": "contract", "contract": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN", "change": "34575190", "origin": "block" } { "kind": "contract", "contract": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN", "change": "-1381", "origin": "block" } { "kind": "freezer", "category": "deposits", "staker": { "baker": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN" }, "change": "1381", "origin": "block" }
7937;62;13539796046;70599773337;57059977291;57031069373;570599772901;499999999564;458;[ { "cycle": 57, "deposit": "0" }, { "cycle": 58, "deposit": "0" }, { "cycle": 59, "deposit": "0" }, { "cycle": 60, "deposit": "0" }, { "cycle": 61, "deposit": "0" }, { "cycle": 62, "deposit": "0" } ];
8063;62;13590222767;70655800396;57065577629;57031069373;570655799960;499999999564;452;[ { "cycle": 57, "deposit": "0" }, { "cycle": 58, "deposit": "0" }, { "cycle": 59, "deposit": "0" }, { "cycle": 60, "deposit": "0" }, { "cycle": 61, "deposit": "0" }, { "cycle": 62, "deposit": "0" } ];
8064;62;13624794990;70694216608;57069421618;57031069373;570694216172;499999999564;428;[ { "cycle": 57, "deposit": "0" }, { "cycle": 58, "deposit": "0" }, { "cycle": 59, "deposit": "0" }, { "cycle": 60, "deposit": "0" }, { "cycle": 61, "deposit": "0" }, { "cycle": 62, "deposit": "0" } ];{ "kind": "freezer", "category": "deposits", "staker": { "baker": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN" }, "change": "3841622", "origin": "block" } { "kind": "contract", "contract": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN", "change": "34574590", "origin": "block" } { "kind": "contract", "contract": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN", "change": "-2367", "origin": "block" } { "kind": "freezer", "category": "deposits", "staker": { "baker": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN" }, "change": "2367", "origin": "block" }
8065;63;13624794990;70694216608;57069421618;57041445398;570694216172;499999999564;454;[ { "cycle": 58, "deposit": "0" }, { "cycle": 59, "deposit": "0" }, { "cycle": 60, "deposit": "0" }, { "cycle": 61, "deposit": "0" }, { "cycle": 62, "deposit": "0" }, { "cycle": 63, "deposit": "0" } ];
8191;63;13666811790;70740899748;57074087958;57041445398;570740899312;499999999564;429;[ { "cycle": 58, "deposit": "0" }, { "cycle": 59, "deposit": "0" }, { "cycle": 60, "deposit": "0" }, { "cycle": 61, "deposit": "0" }, { "cycle": 62, "deposit": "0" }, { "cycle": 63, "deposit": "0" } ];
8192;63;13701385007;70779316626;57077931619;57041445398;570779316190;499999999564;439;[ { "cycle": 58, "deposit": "0" }, { "cycle": 59, "deposit": "0" }, { "cycle": 60, "deposit": "0" }, { "cycle": 61, "deposit": "0" }, { "cycle": 62, "deposit": "0" }, { "cycle": 63, "deposit": "0" } ];{ "kind": "freezer", "category": "deposits", "staker": { "baker": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN" }, "change": "3841688", "origin": "block" } { "kind": "contract", "contract": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN", "change": "34575190", "origin": "block" } { "kind": "contract", "contract": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN", "change": "-1973", "origin": "block" } { "kind": "freezer", "category": "deposits", "staker": { "baker": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN" }, "change": "1973", "origin": "block" }
8193;64;13701385007;70779316626;57077931619;57049023520;570779316190;499999999564;405;[ { "cycle": 59, "deposit": "0" }, { "cycle": 60, "deposit": "0" }, { "cycle": 61, "deposit": "0" }, { "cycle": 62, "deposit": "0" }, { "cycle": 63, "deposit": "0" }, { "cycle": 64, "deposit": "0" } ];
8319;64;13726595087;70807326510;57080731423;57049023520;570807326074;499999999564;453;[ { "cycle": 59, "deposit": "0" }, { "cycle": 60, "deposit": "0" }, { "cycle": 61, "deposit": "0" }, { "cycle": 62, "deposit": "0" }, { "cycle": 63, "deposit": "0" }, { "cycle": 64, "deposit": "0" } ];
8320;64;13765370575;70850411702;57085041127;57049023520;570850411266;499999999564;446;[ { "cycle": 59, "deposit": "0" }, { "cycle": 60, "deposit": "0" }, { "cycle": 61, "deposit": "0" }, { "cycle": 62, "deposit": "0" }, { "cycle": 63, "deposit": "0" }, { "cycle": 64, "deposit": "0" } ];{ "kind": "contract", "contract": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN", "change": "1981", "origin": "block" } { "kind": "freezer", "category": "deposits", "staker": { "baker": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN" }, "change": "233334", "origin": "block" } { "kind": "contract", "contract": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN", "change": "2099999", "origin": "block" } { "kind": "freezer", "category": "deposits", "staker": { "baker": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN" }, "change": "233300", "origin": "block" } { "kind": "contract", "contract": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN", "change": "2099700", "origin": "block" } { "kind": "freezer", "category": "deposits", "staker": { "baker": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN" }, "change": "3841688", "origin": "block" } { "kind": "contract", "contract": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN", "change": "34575190", "origin": "block" } { "kind": "contract", "contract": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN", "change": "-1382", "origin": "block" } { "kind": "freezer", "category": "deposits", "staker": { "baker": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN" }, "change": "1382", "origin": "block" }
8321;65;13765370575;70850411702;57085041127;57053800322;570850411266;499999999564;426;[ { "cycle": 60, "deposit": "0" }, { "cycle": 61, "deposit": "0" }, { "cycle": 62, "deposit": "0" }, { "cycle": 63, "deposit": "0" }, { "cycle": 64, "deposit": "0" }, { "cycle": 65, "deposit": "0" } ];
8447;65;13786378975;70873753272;57087374297;57053800322;570873752836;499999999564;480;[ { "cycle": 60, "deposit": "0" }, { "cycle": 61, "deposit": "0" }, { "cycle": 62, "deposit": "0" }, { "cycle": 63, "deposit": "0" }, { "cycle": 64, "deposit": "0" }, { "cycle": 65, "deposit": "0" } ];
8448;65;13820952579;70912169484;57091216905;57053800322;570912169048;499999999564;483;[ { "cycle": 60, "deposit": "0" }, { "cycle": 61, "deposit": "0" }, { "cycle": 62, "deposit": "0" }, { "cycle": 63, "deposit": "0" }, { "cycle": 64, "deposit": "0" }, { "cycle": 65, "deposit": "0" } ];{ "kind": "freezer", "category": "deposits", "staker": { "baker": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN" }, "change": "3841622", "origin": "block" } { "kind": "contract", "contract": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN", "change": "34574590", "origin": "block" } { "kind": "contract", "contract": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN", "change": "-986", "origin": "block" } { "kind": "freezer", "category": "deposits", "staker": { "baker": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN" }, "change": "986", "origin": "block" }
8449;66;13820952579;70912169484;57091216905;57065577629;570912169048;499999999564;438;[ { "cycle": 61, "deposit": "0" }, { "cycle": 62, "deposit": "0" }, { "cycle": 63, "deposit": "0" }, { "cycle": 64, "deposit": "0" }, { "cycle": 65, "deposit": "0" }, { "cycle": 66, "deposit": "0" } ];
8575;66;13837759299;70930842740;57093083441;57065577629;570930842304;499999999564;422;[ { "cycle": 61, "deposit": "0" }, { "cycle": 62, "deposit": "0" }, { "cycle": 63, "deposit": "0" }, { "cycle": 64, "deposit": "0" }, { "cycle": 65, "deposit": "0" }, { "cycle": 66, "deposit": "0" } ];
8576;66;13872334299;70969260284;57096925985;57065577629;570969259848;499999999564;482;[ { "cycle": 61, "deposit": "0" }, { "cycle": 62, "deposit": "0" }, { "cycle": 63, "deposit": "0" }, { "cycle": 64, "deposit": "0" }, { "cycle": 65, "deposit": "0" }, { "cycle": 66, "deposit": "0" } ];{ "kind": "freezer", "category": "deposits", "staker": { "baker": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN" }, "change": "3841755", "origin": "block" } { "kind": "contract", "contract": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN", "change": "34575789", "origin": "block" } { "kind": "contract", "contract": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN", "change": "-789", "origin": "block" } { "kind": "freezer", "category": "deposits", "staker": { "baker": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN" }, "change": "789", "origin": "block" }
8577;67;13872334299;70969260284;57096925985;57071754788;570969259848;499999999564;441;[ { "cycle": 62, "deposit": "0" }, { "cycle": 63, "deposit": "0" }, { "cycle": 64, "deposit": "0" }, { "cycle": 65, "deposit": "0" }, { "cycle": 66, "deposit": "0" }, { "cycle": 67, "deposit": "0" } ];
8703;67;13893342699;70992601854;57099259155;57071754788;570992601418;499999999564;458;[ { "cycle": 62, "deposit": "0" }, { "cycle": 63, "deposit": "0" }, { "cycle": 64, "deposit": "0" }, { "cycle": 65, "deposit": "0" }, { "cycle": 66, "deposit": "0" }, { "cycle": 67, "deposit": "0" } ];
8704;67;13927917501;71031019398;57103101897;57071754788;571031018962;499999999564;456;[ { "cycle": 62, "deposit": "0" }, { "cycle": 63, "deposit": "0" }, { "cycle": 64, "deposit": "0" }, { "cycle": 65, "deposit": "0" }, { "cycle": 66, "deposit": "0" }, { "cycle": 67, "deposit": "0" } ];{ "kind": "freezer", "category": "deposits", "staker": { "baker": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN" }, "change": "3841755", "origin": "block" } { "kind": "contract", "contract": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN", "change": "34575789", "origin": "block" } { "kind": "contract", "contract": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN", "change": "-987", "origin": "block" } { "kind": "freezer", "category": "deposits", "staker": { "baker": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN" }, "change": "987", "origin": "block" }
8705;68;13927917501;71031019398;57103101897;57081198057;571031018962;499999999564;424;[ { "cycle": 63, "deposit": "0" }, { "cycle": 64, "deposit": "0" }, { "cycle": 65, "deposit": "0" }, { "cycle": 66, "deposit": "0" }, { "cycle": 67, "deposit": "0" }, { "cycle": 68, "deposit": "0" } ];
